materia,edicao,tema,enunciado,alt_a,alt_b,alt_c,alt_d,correta,comentario
"empresarial","XXXI","Convolação de Recuperação Judicial em Falência","José da Silva, credor de sociedade empresária, consulta você, como advogado(a), para obter orientação quanto aos efeitos de uma provável convolação de recuperação judicial em falência. Em relação à hipótese apresentada, analise as afirmativas a seguir e assinale a única correta.","Os créditos remanescentes da recuperação judicial serão considerados habilitados quando definitivamente incluídos no quadro-geral de credores, tendo prosseguimento as habilitações que estiverem em curso.","As ações que devam ser propostas no juízo da falência estão sujeitas à distribuição por dependência, exceto a ação revocatória e a ação revisional de crédito admitido ao quadro geral de credores.","A decretação da falência determina o vencimento antecipado das dívidas do devedor quanto aos créditos excluídos dos efeitos da recuperação judicial; quanto aos créditos submetidos ao plano de recuperação, são mantidos os prazos nele estabelecidos e homologados pelo juiz.","As ações intentadas pelo devedor durante a recuperação judicial serão encerradas, devendo ser intimado o administrador judicial da extinção dos feitos, sob pena de nulidade do processo.","A","Primeiramente, tem-se que na convolação da recuperação em falência há um processo de recuperação judicial em curso, o qual termina com a decretação imediata da falência, ou seja, sem passar pela fase pré-falimentar (art. 73 e 74 da Lei. 11.101/05). A partir disso, analisam-se as alternativas sob a luz dos artigos 75 a 82 da Lei. 11.101/05, que regem a falência. A letra ""A"" é a correta, pois sua disposição corresponde ao estabelecido no artigo 80 da Lei 11.101/05: ""Considerar-se-ão habilitados os créditos remanescentes da recuperação judicial, quando definitivamente incluídos no quadro-geral de credores, tendo prosseguimento as habilitações que estejam em curso."""
"processo_civil","XXXI","Princípio da Comunhão das Provas","Julieta ajuizou demanda em face de Rafaela e, a fim de provar os fatos constitutivos de seu direito, arrolou como testemunhas Fernanda e Vicente. A demandada, por sua vez, arrolou as testemunhas Pedro e Mônica. Durante a instrução, Fernanda e Vicente em nada contribuíram para o esclarecimento dos fatos, enquanto Pedro e Mônica confirmaram o alegado na petição inicial. Em razões finais, o advogado da autora requereu a procedência dos pedidos, ao que se contrapôs o patrono da ré, sob o argumento de que as provas produzidas pela autora não confirmaram suas alegações e, ademais, as provas produzidas pela ré não podem prejudicá-la. Consideradas as normas processuais em vigor, assinale a afirmativa correta.","O advogado da demandada está correto, pois competia à demandante a prova dos fatos constitutivos do seu direito.","O advogado da demandante está correto, porque a prova, uma vez produzida, pode beneficiar parte distinta da que a requereu.","O advogado da demandante está incorreto, pois o princípio da aquisição da prova não é aplicável à hipótese.","O advogado da demandada está incorreto, porque as provas só podem beneficiar a parte que as produziu, segundo o princípio da aquisição da prova.","B","Trata-se de questão acerca da Teoria Geral da Prova. Mais precisamente, envolve o princípio da comunhão das provas, também conhecido como princípio da aquisição da prova. Segundo ele, quando produzido, o elemento probatório passa a integrar o processo, não pertencendo a quaisquer das partes. Portanto, uma vez produzidas, as provas destinam-se à formação do convencimento do magistrado, sem qualquer vinculação às partes que a requereram. No mesmo sentido, dispõe o artigo 371 do Código de Processo Civil: Art. 371. O juiz apreciará a prova constante dos autos, independentemente do sujeito que a tiver promovido, e indicará na decisão as razões da formação de seu convencimento."
"processo_civil","XXXI","Improcedência Liminar","Um advogado elabora uma petição inicial em observância aos requisitos legais. Da análise da peça postulatória, mesmo se deparando com controvérsia fática, o magistrado julga o pedido improcedente liminarmente. Diante dessa situação, o patrono do autor opta por recorrer contra o provimento do juiz, arguindo a nulidade da decisão por necessidade de dilação probatória. Com base nessa situação hipotética, assinale a afirmativa correta.","O advogado pode aduzir que, antes de proferir sentença extintiva, o juiz deve, necessariamente, determinar a emenda à inicial, em atenção ao princípio da primazia de mérito.","Não existem hipóteses de improcedência liminar no atual sistema processual, por traduzirem restrição do princípio da inafastabilidade da prestação jurisdicional e ofensa ao princípio do devido processo legal.","Somente a inépcia da petição inicial autoriza a improcedência liminar dos pedidos.","Nas hipóteses em que há necessidade de dilação probatória, não cabe improcedência liminar do pedido.","D","O enunciado refere-se à improcedência liminar do pedido, disciplinada no artigo 332 do Código de Processo Civil: Art. 332. Nas causas que dispensem a fase instrutória, o juiz, independentemente da citação do réu, julgará liminarmente improcedente o pedido que contrariar: I - enunciado de súmula do Supremo Tribunal Federal ou do Superior Tribunal de Justiça; II - acórdão proferido pelo Supremo Tribunal Federal ou pelo Superior Tribunal de Justiça em julgamento de recursos repetitivos; III - entendimento firmado em incidente de resolução de demandas repetitivas ou de assunção de competência; IV - enunciado de súmula de tribunal de justiça sobre direito local. Cumpre destacar, ainda, que o dispositivo transcrito estabelece, já em seu caput, que o magistrado julgará liminarmente improcedente o pedido ""nas causas que dispensem a fase instrutória"". Considerando que o enunciado afirma que o magistrado se deparou com controvérsia fática, seria imprescindível a produção de provas, visando saná-la."
"processo_civil","XXXI","Hipoteca Judiciária","Marcos foi contratado por Júlio para realizar obras de instalação elétrica no apartamento deste. Por negligência de Marcos, houve um incêndio que destruiu boa parte do imóvel e dos móveis que o guarneciam. Como não conseguiu obter a reparação dos prejuízos amigavelmente, Júlio ajuizou ação em face de Marcos e obteve sua condenação ao pagamento da quantia de R$ 148.000,00 (cento e quarenta e oito mil reais). Após a prolação da sentença, foi interposta apelação por Marcos, que ainda aguarda julgamento pelo Tribunal. Júlio, ato contínuo, apresentou cópia da sentença perante o cartório de registro imobiliário, para registro da hipoteca judiciária sob um imóvel de propriedade de Marcos, visando a garantir futuro pagamento do crédito. Sobre o caso apresentado, assinale a afirmativa correta.","Júlio não pode solicitar o registro da hipoteca judiciária, uma vez que ainda está pendente de julgamento o recurso de apelação de Marcos.","Júlio, mesmo que seja registrada a hipoteca judiciária, não terá direito de preferência sobre o bem em relação a outros credores.","A hipoteca judiciária apenas poderá ser constituída e registrada mediante decisão proferida no Tribunal, em caráter de tutela provisória, na pendência do recurso de apelação interposto por Marcos.","Júlio poderá levar a registro a sentença, e, uma vez constituída a hipoteca judiciária, esta conferirá a Júlio o direito de preferência em relação a outros credores, observada a prioridade do registro.","D","A questão refere-se aos efeitos da sentença. Neste sentido, o artigo 495 do Código de Processo Civil: Art. 495. A decisão que condenar o réu ao pagamento de prestação consistente em dinheiro e a que determinar a conversão de prestação de fazer, de não fazer ou de dar coisa em prestação pecuniária valerão como título constitutivo de hipoteca judiciária. §1º A decisão produz a hipoteca judiciária: I - embora a condenação seja genérica; II - ainda que o credor possa promover o cumprimento provisório da sentença ou esteja pendente arresto sobre bem do devedor; III - mesmo que impugnada por recurso dotado de efeito suspensivo. §4º A hipoteca judiciária, uma vez constituída, implicará, para o credor hipotecário, o direito de preferência, quanto ao pagamento, em relação a outros credores, observada a prioridade no registro."
"processo_civil","XXXI","Embargos à Execução","Bruno ajuizou contra Flávio ação de execução de título executivo extrajudicial, com base em instrumento particular, firmado por duas testemunhas, para obter o pagamento forçado de R$ 10.000,00 (dez mil reais). Devidamente citado, Flávio prestou, em juízo, garantia integral do valor executado e opôs embargos à execução dentro do prazo legal, alegando, preliminarmente, a incompetência relativa do juízo da execução e, no mérito, que o exequente pleiteia quantia superior à do título (excesso de execução). No entanto, em seus embargos à execução, embora tenha alegado excesso de execução, Flávio não apontou o valor que entendia ser correto, tampouco apresentou cálculo com o demonstrativo discriminado e atualizado do valor em questão. Considerando essa situação hipotética, assinale a afirmativa correta.","Os embargos à execução devem ser liminarmente rejeitados, sem resolução do mérito, porquanto Flávio não demonstrou adequadamente o excesso de execução, ao deixar de apontar o valor que entendia correto e de apresentar cálculo com o demonstrativo discriminado e atualizado do valor em questão.","O juiz deverá rejeitar as alegações de incompetência relativa do juízo e de excesso de execução deduzidas por Flávio, por não constituírem matérias passíveis de alegação em sede de embargos à execução.","Os embargos à execução serão processados para a apreciação da alegação de incompetência relativa do juízo, mas o juiz não examinará a alegação de excesso de execução, tendo em vista que Flávio não indicou o valor que entendia correto para a execução, não apresentando o cálculo discriminado e atualizado do valor em questão.","O juiz deverá processar e julgar os embargos à execução em sua integralidade, não surtindo qualquer efeito a falta de indicação do valor alegado como excesso e a ausência de apresentação de cálculo discriminado e atualizado do valor em questão, uma vez que os embargos foram apresentados dentro do prazo legal.","C","O enunciado está relacionado à disciplina dos embargos à execução. Mais precisamente, às matérias que podem ser suscitadas em sede de embargos, elencadas no artigo 917 do Diploma Adjetivo Civil. Art. 917. Nos embargos à execução, o executado poderá alegar: V - incompetência absoluta ou relativa do juízo da execução; III - excesso de execução ou cumulação indevida de execuções; §3º Quando alegar que o exequente, em excesso de execução, pleiteia quantia superior à do título, o embargante declarará na petição inicial o valor que entende correto, apresentando demonstrativo discriminado e atualizado de seu cálculo. §4º Não apontado o valor correto ou não apresentado o demonstrativo, os embargos à execução: II - serão processados, se houver outro fundamento, mas o juiz não examinará a alegação de excesso de execução."
"processo_civil","XXXI","Ação Rescisória","Em um processo em que Carla disputava a titularidade de um apartamento com Marcos, este obteve sentença favorável, por apresentar, em juízo, cópia de um contrato de compra e venda e termo de quitação, anteriores ao contrato firmado por Carla. A sentença transitou em julgado sem que Carla apresentasse recurso. Alguns meses depois, Carla descobriu que Marcos era réu em um processo criminal no qual tinha sido comprovada a falsidade de vários documentos, dentre eles o contrato de compra e venda do apartamento disputado e o referido termo de quitação. Carla pretende, com base em seu contrato, retornar a juízo para buscar o direito ao imóvel. Para isso, ela pode","interpor recurso de apelação contra a sentença, ainda que já tenha ocorrido o trânsito em julgado, fundado em prova nova.","propor reclamação, para garantir a autoridade da decisão prolatada no juízo criminal, e formular pedido que lhe reconheça o direito ao imóvel.","ajuizar rescisória, demonstrando que a sentença foi fundada em prova cuja falsidade foi apurada em processo criminal.","requerer cumprimento de sentença diretamente no juízo criminal, para que a decisão que reconheceu a falsidade do documento valha como título judicial para transferência da propriedade do imóvel para seu nome.","C","Questiona-se acerca da via adequada para anulação de sentença viciada, transitada em julgado. Logo, diante do trânsito em julgado da decisão, resta cabível a ação rescisória. O regramento da matéria encontra-se no artigo 966 do Código de Processo Civil: Art. 966. A decisão de mérito, transitada em julgado, pode ser rescindida quando: VI - for fundada em prova cuja falsidade tenha sido apurada em processo criminal ou venha a ser demonstrada na própria ação rescisória; Conforme depreende-se da leitura do inciso VI do dispositivo, é possível rescindir a sentença de mérito quando fundada em prova cuja falsidade tenha sido apurada em processo criminal."
"processo_civil","XXXI","Ações Possessórias","Gustavo procura você, como advogado(a), visando ao ajuizamento de uma ação em face de João, para a defesa da posse de um imóvel localizado em Minas Gerais. Na defesa dos interesses do seu cliente, quanto à ação possessória a ser proposta, assinale a afirmativa correta.","Não é lícito cumular o pedido possessório com condenação em perdas e danos a Gustavo, dada a especialidade do procedimento.","Na pendência da ação possessória proposta por Gustavo, não é possível, nem a ele, nem a João, propor ação de reconhecimento de domínio, salvo em face de terceira pessoa.","Se a proposta de ação de manutenção de posse por Gustavo for um esbulho, o juiz não pode receber a ação de manutenção de posse como reintegração de posse, por falta de interesse de adequação.","Caso se entenda possuidor do imóvel e pretenda defender sua posse, o meio adequado a ser utilizado por João é a reconvenção em face de Gustavo.","B","Trata-se de questão relacionada às ações possessórias. Segundo disposição do artigo 557, caput, do CPC, na pendência de ação possessória, só é viável a propositura de ação de reconhecimento do domínio deduzida em face de terceira pessoa, vejamos: Art. 557, CPC. Na pendência de ação possessória é vedado, tanto ao autor quanto ao réu, propor ação de reconhecimento do domínio, exceto se a pretensão for deduzida em face de terceira pessoa."
"processo_civil","XXXI","Reconvenção","O arquiteto Fernando ajuizou ação exclusivamente em face de Daniela, sua cliente, buscando a cobrança de valores que não teriam sido pagos no âmbito de um contrato de reforma de apartamento. Daniela, devidamente citada, deixou de oferecer contestação, mas, em litisconsórcio com seu marido José, apresentou reconvenção em peça autônoma, buscando indenização por danos morais em face de Fernando e sua empresa, sob o argumento de que estes, após a conclusão das obras de reforma, expuseram, em site próprio, fotos do interior do imóvel dos reconvintes sem que tivessem autorização para tanto. Diante dessa situação hipotética, assinale a afirmativa correta.","Como Daniela deixou de contestar a ação, ela e seu marido não poderiam ter apresentado reconvenção, devendo ter ajuizado ação autônoma para buscar a indenização pretendida.","A reconvenção deverá ser processada, a despeito de Daniela não ter contestado a ação originária, na medida em que o réu pode propor reconvenção independentemente de oferecer contestação.","A reconvenção não poderá ser processada, na medida em que não é lícito a Daniela propor reconvenção em litisconsórcio com seu marido, que é um terceiro que não faz parte da ação originária.","A reconvenção não poderá ser processada, na medida em que não é lícito a Daniela incluir no polo passivo da reconvenção a empresa de Fernando, que é um terceiro que não faz parte da ação originária.","B","A questão indaga acerca do cabimento e dos requisitos da reconvenção. A matéria encontra-se disciplinada no artigo 343 do Diploma Adjetivo Civil, abaixo transcrito. Art. 343, CPC. Na contestação, é lícito ao réu propor reconvenção para manifestar pretensão própria, conexa com a ação principal ou com o fundamento da defesa. §4º A reconvenção pode ser proposta pelo réu em litisconsórcio com terceiro. §6º O réu pode propor reconvenção independentemente de oferecer contestação. O §6º do artigo 343 do CPC admite a propositura de reconvenção independentemente do oferecimento de contestação."
"penal","XXXI","Organização Criminosa","Caio, funcionário público, Antônio, empresário, Ricardo, comerciante, e Vitor, adolescente, de forma recorrente se reúnem, de maneira estruturalmente ordenada e com clara divisão de tarefas, inclusive Antônio figurando como líder, com o objetivo de organizarem a prática de diversos delitos de falsidade ideológica de documento particular (Art. 299 do CP: pena: 01 a 03 anos de reclusão e multa). Apesar de o objetivo ser a falsificação de documentos particulares, Caio utilizava-se da sua função pública para obter as informações a serem inseridas de forma falsa na documentação. Descobertos os fatos, Caio, Ricardo e Antônio foram denunciados, devidamente processados e condenados como incursos nas sanções do Art. 2º da Lei nº 12.850/13 (constituir organização criminosa), sendo reconhecidas as causas de aumento em razão do envolvimento de funcionário público e em razão do envolvimento de adolescente. A Antônio foi, ainda, agravada a pena diante da posição de liderança. Constituído nos autos apenas para defesa dos interesses de Antônio, o advogado, em sede de recurso, sob o ponto de vista técnico, de acordo com as previsões legais, deverá requerer","desclassificação para o crime de associação criminosa, previsto no Código Penal (antigo bando ou quadrilha).","afastamento da causa de aumento em razão do envolvimento de adolescente, diante da ausência de previsão legal.","afastamento da causa de aumento em razão da presença de funcionário público, tendo em vista que Antônio não é funcionário público e nem equiparado, devendo a majorante ser restrita a Caio.","afastamento da agravante, pelo fato de Antônio ser o comandante da organização criminosa, uma vez que tal incremento da pena não está previsto na Lei nº 12.850/13.","A","O tema da questão é o delito de associação criminosa, trazendo seu enunciado a pena em abstrato do delito: reclusão de 1 a 3 anos. No entanto, o art. 1º, §1º, da Lei nº 12.850/13 prevê que a organização criminosa prescinde da prática de infrações penais cujas penas máximas sejam superiores a 4 (quatro) anos: Art. 1º (...) § 1º Considera-se organização criminosa a associação de 4 (quatro) ou mais pessoas estruturalmente ordenada e caracterizada pela divisão de tarefas, ainda que informalmente, com objetivo de obter, direta ou indiretamente, vantagem de qualquer natureza, mediante a prática de infrações penais cujas penas máximas sejam superiores a 4 (quatro) anos, ou que sejam de caráter transnacional. Além disso, para o delito de organização criminosa, é necessário a associação de no mínimo 4 pessoas, enquanto para a associação criminosa, 3 pessoas ou mais. Sendo assim, o delito realizado é o de associação criminosa, como previsto na alternativa (A)."
"penal","XXXI","Crime de Estelionato","Maria, em uma loja de departamento, apresentou roupas no valor de R$ 1.200 (mil e duzentos reais) ao caixa, buscando efetuar o pagamento por meio de um cheque de terceira pessoa, inclusive assinando como se fosse a titular da conta. Na ocasião, não foi exigido qualquer documento de identidade. Todavia, o caixa da loja desconfiou do seu nervosismo no preenchimento do cheque, apesar da assinatura perfeita, e consultou o banco sacado, constatando que aquele documento constava como furtado. Assim, Maria foi presa em flagrante naquele momento e, posteriormente, denunciada pelos crimes de estelionato e falsificação de documento público, em concurso material. Confirmados os fatos, o advogado de Maria, no momento das alegações finais, sob o ponto de vista técnico, deverá buscar o reconhecimento","do concurso formal entre os crimes de estelionato consumado e falsificação de documento público.","do concurso formal entre os crimes de estelionato tentado e falsificação de documento particular.","de crime único de estelionato, na forma consumada, afastando-se o concurso de crimes.","de crime único de estelionato, na forma tentada, afastando-se o concurso de crimes.","D","Primeiramente, a acusação aponta o concurso material (prática de mais de uma ação > mais de um crime) entre os delitos de estelionato (art. 171 do CPB) e falsificação de documento público (art. 297 do CPB), uma vez que o cheque é documento público por equiparação (§2º do art. 297). Como advogado de Maria, o aluno deverá buscar a tese juridicamente aceita que seja mais favorável a ré. Assim, quanto à questão do concurso material, a Súmula nº 17 do Superior Tribunal de Justiça afirma: ""Quando o falso se exaure no estelionato, sem mais potencialidade lesiva, é por este absorvido."" Sendo assim, uma vez que o roubo do talão de cheques teve como único fim a prática do estelionato, é absorvido por ele, constituindo crime único. Já em relação à questão da consumação do delito, o art. 297 do CPB é claro ao estabelecer que a consumação do estelionato se dá apenas com a obtenção, para si ou para outrem, de vantagem ilícita. Visto que Maria foi presa em flagrante, não obtendo essa vantagem, não houve consumação do delito, que ocorreu na forma tentada. Assim, a melhor hipótese não seria o concurso formal entre os crimes de estelionato consumado e falsificação de documento público, mas do crime único de estelionato, na forma tentada."
"penal","XXXI","Crime de Calúnia","Durante uma reunião de condomínio, Paulo, com o animus de ofender a honra objetiva do condômino Arthur, funcionário público, mesmo sabendo que o ofendido foi absolvido daquela imputação por decisão transitada em julgado, afirmou que Artur não tem condições morais para conviver naquele prédio, porquanto se apropriara de dinheiro do condomínio quando exercia a função de síndico. Inconformado com a ofensa à sua honra, Arthur ofereceu queixa-crime em face de Paulo, imputando-lhe a prática do crime de calúnia. Preocupado com as consequências de seu ato, após ser regularmente citado, Paulo procura você, como advogado(a), para assistência técnica. Considerando apenas as informações expostas, você deverá esclarecer que a conduta de Paulo configura crime de","difamação, não de calúnia, cabendo exceção da verdade por parte de Paulo.","injúria, não de calúnia, de modo que não cabe exceção da verdade por parte de Paulo.","calúnia efetivamente imputado, não cabendo exceção da verdade por parte de Paulo.","calúnia efetivamente imputado, sendo possível o oferecimento da exceção da verdade por parte de Paulo.","C","O enunciado da questão indica a acusação falsa de Paulo a Artur do cometimento de fato tipificado como crime (apropriação indébita, prevista no art. 168 do CPB), o que configura o delito de calúnia: Art. 138 - Caluniar alguém, imputando-lhe falsamente fato definido como crime: Pena - detenção, de seis meses a dois anos, e multa. § 3º - Admite-se a prova da verdade, salvo: III - se do crime imputado, embora de ação pública, o ofendido foi absolvido por sentença irrecorrível. Esse artigo ainda prevê a possibilidade de defesa através da exceção da verdade, indicando as suas exceções. Visto que Paulo sabia que Artur havia sido absolvido do delito ao qual foi acusado por aquele por meio de sentença transitada em julgado, não caberá exceção da verdade, em vista do inciso III."
"penal","XXXI","Furto Qualificado","Inconformado por estar desempregado, Lúcio resolve se embriagar. Quando se encontrava no interior do coletivo retornando para casa, ele verifica que o passageiro sentado à sua frente estava dormindo, e o telefone celular deste estava solto em seu bolso. Aproveitando-se da situação, Lúcio subtrai o aparelho sem ser notado pelo lesado, que continuava dormindo profundamente. Ao tentar sair do coletivo, Lúcio foi interpelado por outro passageiro, que assistiu ao ocorrido, iniciando-se uma grande confusão, que faz com que o lesado acordasse e verificasse que seu aparelho fora subtraído. Após denúncia pelo crime de furto qualificado pela destreza e regular processamento do feito, Lúcio foi condenado nos termos da denúncia, sendo, ainda, aplicada a agravante da embriaguez preordenada, já que Lúcio teria se embriagado dolosamente. Considerando apenas as informações expostas e que os fatos foram confirmados, o(a) advogado(a) de Lúcio, no momento da apresentação de recurso de apelação, poderá requerer","o reconhecimento de causa de diminuição de pena diante da redução da capacidade em razão da sua embriaguez, mas não o afastamento da qualificadora da destreza.","a desclassificação para o crime de furto simples, mas não o afastamento da agravante da embriaguez preordenada.","a desclassificação para o crime de furto simples e o afastamento da agravante, não devendo a embriaguez do autor do fato interferir na tipificação da conduta ou na dosimetria da pena.","a absolvição, diante da ausência de culpabilidade, em razão da embriaguez completa.","C","Como a questão requer o posicionamento de advogado, devemos buscar a alternativa mais favorável ao réu com base no conhecimento técnico. Dessa forma, tem-se a acusação do delito de furto qualificado pela destreza (art. 155, §4º, inciso II do CPB) e com a agravante da embriaguez preordenada (art. 61, inciso II, letra I do CPB). Quanto ao furto qualificado, há entendimento doutrinário e jurisprudencial acerca do afastamento da qualificadora destreza quando o sujeito passivo se encontra embriagado ou adormecido: A destreza é a habilidade física ou manual que permite ao agente executar a subtração sem que a vítima perceba. Aplica-se somente a qualificadora quando a vítima traz os objetos junto a si. Se a vítima percebe a conduta do agente, não tem lugar a qualificadora, há tentativa de furto simples, mas, se a conduta é vista por terceiro que impede a subtração, há tentativa de furto qualificado. Se a subtração é feita em pessoa que está dormindo ou embriagada, há furto simples. (REBOUÇAS, Endgel. Ação penal condicionada no delito de furto simples. JusBrasil.) Assim, alega-se o afastamento da qualificadora pela destreza, configurando-se o furto simples. Já em relação à embriaguez preordenada, a jurisprudência afirma que ela dá-se apenas quando o sujeito ativo provoca a sua embriaguez com o animus de cometer o delito: ""Para que se caracterize a agravante da embriaguez preordenada não basta a prova de que o agente praticou o delito sob influência do álcool, sendo imprescindível a demonstração de que se embriagou para o fim de praticar o crime."" (APR 20060110296380) Dessa maneira, como o enunciado explicita que Lúcio se embriagou pois recebeu a notícia que estava desempregado, sem qualquer vinculação com o objetivo de cometer o delito de furto, afasta-se a agravante da embriaguez preordenada."
"penal","XXXI","Estupro e Consentimento","Yuri foi denunciado pela suposta prática de crime de estupro qualificado em razão da idade da vítima, porque teria praticado conjunção carnal contra a vontade de Luana, de 15 anos, mediante emprego de grave ameaça. No curso da instrução, Luana mudou sua versão e afirmou que, na realidade, havia consentido na prática do ato sexual, sendo a informação confirmada por Yuri em seu interrogatório. Considerando apenas as informações expostas, no momento de apresentar alegações finais, a defesa técnica de Yuri deverá pugnar por sua absolvição, sob o fundamento de que o consentimento da suposta ofendida, na hipótese, funciona como","causa supralegal de exclusão da ilicitude.","causa legal de exclusão da ilicitude.","fundamento para reconhecimento da atipicidade da conduta.","causa supralegal de exclusão da culpabilidade.","C","Yuri foi denunciado pelo delito previsto no art. 213, §1º do Código Penal: Art. 213. Constranger alguém, mediante violência ou grave ameaça, a ter conjunção carnal ou a praticar ou permitir que com ele se pratique outro ato libidinoso: Pena - reclusão, de 6 (seis) a 10 (dez) anos. § 1 o Se da conduta resulta lesão corporal de natureza grave ou se a vítima é menor de 18 (dezoito) ou maior de 14 (catorze) anos: Pena - reclusão, de 8 (oito) a 12 (doze) anos. Como a vítima contava com 15 anos no momento do ato sexual, não há o que se falar em estupro de vulnerável (art. 217 do CP), no qual, uma vez que o sujeito passivo não possui capacidade de autodeterminação (menor de 14 anos de idade), pouco importa o consentimento da vítima, ter conjunção carnal ou praticar outro ato libidinoso já caracteriza o delito. No entanto, no caso do estupro qualificado pela idade da vítima, o tipo penal pressupõe o constrangimento do sujeito passivo, mediante violência ou grave ameaça. Como Luana possuía mais de 14 anos, para o Código Penal, ela já tem capacidade de autodeterminação. Assim, ao afirmar que o ato sexual foi consentido, não há o que se falar em estupro, sendo a conduta de Yuri atípica."
"penal","XXXI","Imputabilidade Penal","André, nascido em 21/11/2001, adquiriu de Francisco, em 18/11/2019, grande quantidade de droga, com o fim de vendê-la aos convidados de seu aniversário, que seria celebrado em 24/11/2019. Imediatamente após a compra, guardou a droga no armário de seu quarto. Em 23/11/2019, a partir de uma denúncia anônima e munidos do respectivo mandado de busca e apreensão deferido judicialmente, policiais compareceram à residência de André, onde encontraram e apreenderam a droga que era por ele armazenada. De imediato, a mãe de André entrou em contato com o advogado da família. Considerando apenas as informações expostas, na Delegacia, o advogado de André deverá esclarecer à família que André, penalmente, será considerado","inimputável, devendo responder apenas por ato infracional análogo ao delito de tráfico, em razão de sua menoridade quando da aquisição da droga, com base na Teoria da Atividade adotada pelo Código Penal para definir o momento do crime.","inimputável, devendo responder apenas por ato infracional análogo ao delito de tráfico, tendo em vista que o Código Penal adota a Teoria da Ubiquidade para definir o momento do crime.","imputável, podendo responder pelo delito de tráfico de drogas, mesmo adotando o Código Penal a Teoria da Atividade para definir o momento do crime.","imputável, podendo responder pelo delito de associação para o tráfico, que tem natureza permanente, tendo em vista que o Código Penal adota a Teoria do Resultado para definir o momento do crime.","C","De acordo com o enunciado da questão, André, no momento da compra da grande quantidade de droga, tinha menos de 18 anos, ou seja, era considerado inimputável (art. 27 do CP). No entanto, ele manteve a droga em depósito em sua casa, que foi apreendida quando ele já era maior de idade (23/11/2019). Nesse sentido, tem-se que o delito de tráfico previsto na Lei nº 11.343 (Lei de Drogas) caracteriza-se por: Art. 33. Importar, exportar, remeter, preparar, produzir, fabricar, adquirir, vender, expor à venda, oferecer, ter em depósito, transportar, trazer consigo, guardar, prescrever, ministrar, entregar a consumo ou fornecer drogas, ainda que gratuitamente, sem autorização ou em desacordo com determinação legal ou regulamentar: Pena - reclusão de 5 (cinco) a 15 (quinze) anos e pagamento de 500 (quinhentos) a 1.500 (mil e quinhentos) dias-multa. Dessa maneira, a mera manutenção em depósito de grande quantidade de droga por André já caracteriza o crime de tráfico. Assim, como ele tinha mais de 18 anos no momento da apreensão, é imputável. Quanto à justificativa para essa imputabilidade, tem-se que o Código Penal brasileiro adota a Teoria da Atividade para determinar o momento do crime: ""Art. 4º - Considera-se praticado o crime no momento da ação ou omissão, ainda que outro seja o momento do resultado."" Como o momento da ação (ter em depósito) deu-se quando o agente contava com mais de 18 anos, ele é imputável."
"processo_penal","XXXI","Nulidade no Tribunal do Júri","Ricardo foi pronunciado pela suposta prática do crime de homicídio qualificado. No dia anterior à sessão plenária do Tribunal do Júri, o defensor público que assistia Ricardo até aquele momento acostou ao processo a folha de antecedentes criminais da vítima, matérias jornalísticas e fotografias que poderiam ser favoráveis à defesa do acusado. O Ministério Público, em sessão plenária, foi surpreendido por aquele material do qual não tinha tido ciência, mas o juiz presidente manteve o julgamento para a data agendada e, após o defensor público mencionar a documentação acostada, Ricardo foi absolvido pelos jurados, em 23/10/2018 (terça-feira). No dia 29/10/2018, o Ministério Público apresentou recurso de apelação, acompanhado das razões recursais, requerendo a realização de novo Júri, pois a decisão dos jurados havia sido manifestamente contrária à prova dos autos. O Tribunal de Justiça conheceu do recurso interposto e anulou o julgamento realizado, determinando nova sessão plenária, sob o fundamento de que a defesa se utilizou em plenário de documentos acostados fora do prazo permitido pela lei. A família de Ricardo procura você, como advogado(a), para patrocinar os interesses do réu. Considerando as informações narradas, você, como advogado(a) de Ricardo, deverá questionar a decisão do Tribunal, sob o fundamento de que:","respeitando-se o princípio da amplitude de defesa, não existe vedação legal na juntada e utilização em plenário de documentação pela defesa no prazo mencionado.","diante da nulidade reconhecida, caberia ao Tribunal de Justiça realizar, diretamente, novo julgamento, e não submeter o réu a novo julgamento pelo Tribunal do Júri.","não poderia o Tribunal anular o julgamento com base em nulidade não arguida, mas tão só reconhecer, se fosse o caso, que a decisão dos jurados era manifestamente contrária à prova dos autos.","o recurso foi apresentado de maneira intempestiva, de modo que sequer deveria ter sido conhecido.","C","Embora o descumprimento ao disposto no art. 479 do CPP torne nulo o julgamento, tal nulidade não foi arguida na apelação interposta pelo Ministério Público, razão pela qual o Tribunal de Justiça não poderia acolhê-la em face do réu, a teor do enunciado 160 da Súmula do STF, o qual dispõe que ""é nula a decisão do Tribunal que acolhe, contra o réu, nulidade não arguida no recurso da acusação, ressalvados os casos de recurso de ofício"". Nesse sentido, o órgão colegiado só poderia reconhecer, se fosse o caso, que a decisão dos jurados foi manifestamente contrária à prova dos autos, constante do recurso da acusação."
